Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20
P15374,"Ubiquitin carboxyl-terminal hydrolase isozyme L3, UCH-L3, EC 3.4.19.12 (Ubiquitin thioesterase L3)",UCHL3,2026100,1616400,6884500,5004300,2870300,2809600,2776400,1705600,2294400,2594300,0,1919000,705190,0,528450,482630,528450,482630,1043600,0
P15531,"Nucleoside diphosphate kinase A, NDK A, NDP kinase A, EC 2.7.4.6 (Granzyme A-activated DNase, GAAD) (Metastasis inhibition factor nm23) (NM23-H1) (Tumor metastatic process-associated protein)",NME1,0,782720,4593000,3778100,0,0,1167400,1265400,3305700,3087300,7942600,6034400,5982300,4936800,3759900,2075600,3759900,2075600,7024800,6089700
P15559,"NAD(P)H dehydrogenase [quinone] 1, EC 1.6.5.2 (Azoreductase) (DT-diaphorase, DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1, QR1)",NQO1,100800000,92804000,174490000,152020000,26421000,21784000,10559000,8808000,64487000,58837000,56310000,54722000,21997000,20533000,23683000,23563000,23683000,23563000,26110000,19230000
P15586,"N-acetylglucosamine-6-sulfatase, EC 3.1.6.14 (Glucosamine-6-sulfatase, G6S)",GNS,3802200,3183400,4940500,3597400,822140,532060,2202800,1581700,1440400,1479200,2111200,1869300,780830,884810,756360,782300,756360,782300,2400600,1849200
P15880,40S ribosomal protein S2 (40S ribosomal protein S4) (Protein LLRep3) (Small ribosomal subunit protein uS5),RPS2,15092000,12456000,24471000,16432000,6690000,5096500,13586000,12321000,11721000,8934400,32012000,25070000,13374000,12471000,12678000,12281000,12678000,12281000,18104000,15558000
P15924,"Desmoplakin, DP (250/210 kDa paraneoplastic pemphigus antigen)",DSP,2081100,1472400,2499000,1488700,2498700,1710600,2788900,2764600,13937000,13502000,2922300,1653700,2246600,2613400,4293400,4525000,4309000,4532400,1480800,1041600
P15941,"Mucin-1, MUC-1 (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3, CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6, KL-6) (PEMT) (Peanut-reactive urinary mucin, PUM) (Polymorphic epithelial mucin, PEM) (Tumor-associated epithelial membrane antigen, EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha, MUC1-NT, MUC1-alpha; Mucin-1 subunit beta, MUC1-beta (MUC1-CT) ]",MUC1,5352200,6475600,8234300,4986400,4855800,4572900,8878500,7537000,7134500,12422000,1233000,3661700,3395700,3049100,3394400,4164300,3394400,3940400,6395100,4057100
P16050,"Polyunsaturated fatty acid lipoxygenase ALOX15 (12/15-lipoxygenase) (Arachidonate 12-lipoxygenase, leukocyte-type, 12-LOX, EC 1.13.11.31) (Arachidonate 15-lipoxygenase, 15-LOX, 15-LOX-1, EC 1.13.11.33) (Arachidonate omega-6 lipoxygenase) (Hepoxilin A3 synthase Alox15, EC 1.13.11.-) (Linoleate 13S-lipoxygenase, EC 1.13.11.12)",ALOX15,91694000,66860000,168770000,130490000,63435000,44555000,104660000,83919000,79604000,67763000,64944000,57174000,40058000,44009000,36163000,33340000,36413000,33465000,56695000,46523000
P16070,"CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III, ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1, PGP-1) (Phagocytic glycoprotein I, PGP-I) (CD antigen CD44)",CD44,1339300,832310,989600,888230,0,0,2813100,1927300,0,0,1058800,1445400,631930,698160,569520,897500,569520,897500,946710,902680
P16104,"Histone H2AX, H2a/x (Histone H2A.X)",H2AX,4767500,4831700,23709000,10455000,5714000,257700,18678000,12110000,23107000,22414000,43977000,124250000,18833000,8918900,84806000,54502000,83655000,55453000,81446000,65332000
P16152,"Carbonyl reductase [NADPH] 1, EC 1.1.1.184 (15-hydroxyprostaglandin dehydrogenase [NADP(+)], EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1, EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase, PG-9-KR) (Prostaglandin-E(2) 9-reductase, EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)",CBR1,74826000,62344000,92045000,72489000,43310000,30452000,18951000,17545000,83344000,60370000,43477000,39698000,13540000,15091000,15442000,14090000,15442000,14090000,22630000,19114000
P16401,Histone H1.5 (Histone H1a) (Histone H1b) (Histone H1s-3),H1-5,17473000,12448000,9112200,5627400,1335200,1684200,0,0,12982000,12869000,42024000,33587000,13003000,14595000,10469000,10017000,10469000,10017000,18555000,16766000
P16422,"Epithelial cell adhesion molecule, Ep-CAM (Adenocarcinoma-associated antigen) (Cell surface glycoprotein Trop-1) (Epithelial cell surface antigen) (Epithelial glycoprotein, EGP) (Epithelial glycoprotein 314, EGP314, hEGP314) (KS 1/4 antigen) (KSA) (Major gastrointestinal tumor-associated protein GA733-2) (Tumor-associated calcium signal transducer 1) (CD antigen CD326)",EPCAM,2909500,3627400,5253600,4006000,1049000,749110,3103100,855530,2933100,2018400,3243700,2018900,2418900,3094400,2050900,2599900,2050900,2599900,1887900,2980000
P16435,"NADPH--cytochrome P450 reductase, CPR, P450R, EC 1.6.2.4",POR,6917500,6272200,13810000,11804000,8128300,5790900,9621000,7207600,7650900,6983300,9454900,8942200,3217200,3366200,3259700,3106600,3259700,3098600,10875000,9097000
P16615,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2, SERCA2, SR Ca(2+)-ATPase 2, EC 7.2.2.10 (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",ATP2A2,7478600,5940100,8327300,6636500,3638500,2530400,5063300,3220900,8729600,7945400,5510000,5465400,3305200,4012900,3314300,3231700,3314300,3231700,7069300,4740100
P17066,Heat shock 70 kDa protein 6 (Heat shock 70 kDa protein B'),HSPA6,18086000,35106000,162680000,14804000,130340000,101820000,25007000,103970000,77002000,62206000,374240000,279900000,126280000,3395100,125640000,62560000,125640000,62560000,101110000,123900000
P17174,"Aspartate aminotransferase, cytoplasmic, cAspAT, EC 2.6.1.1, EC 2.6.1.3 (Cysteine aminotransferase, cytoplasmic) (Cysteine transaminase, cytoplasmic, cCAT) (Glutamate oxaloacetate transaminase 1) (Transaminase A)",GOT1,11218000,9246100,16641000,12972000,5821400,4046000,7271800,5921700,5078100,4882700,13354000,10621000,5437700,5454900,5694100,6004200,5694100,5958400,6786900,5639200
P17213,"Bactericidal permeability-increasing protein, BPI (CAP 57)",BPI,10353000,9476000,1002600,712980,598080,491330,3339400,2201300,734120,756540,1415200,782000,153440,0,731850,620840,731850,620840,2358400,3005400
P17612,"cAMP-dependent protein kinase catalytic subunit alpha, PKA C-alpha, EC 2.7.11.11",PRKACA,8619000,4023800,8501400,6952100,0,0,1047700,1017200,1661200,1369200,6250400,2194500,1549000,2209200,1575000,1542200,1575000,1542200,6058100,5037800
P17655,"Calpain-2 catalytic subunit, EC 3.4.22.53 (Calcium-activated neutral proteinase 2, CANP 2) (Calpain M-type) (Calpain large polypeptide L2) (Calpain-2 large subunit) (Millimolar-calpain, M-calpain)",CAPN2,13055000,12640000,31913000,25543000,13319000,10608000,9103200,7608100,13914000,10325000,16699000,19504000,11575000,11785000,8067800,7213200,8089700,7213200,13735000,10055000
P17844,"Probable ATP-dependent RNA helicase DDX5, EC 3.6.4.13 (DEAD box protein 5) (RNA helicase p68)",DDX5,6128800,4854100,6189000,3935900,3383200,2053500,4345700,3625400,6912200,6952400,5404500,4535400,1366900,1053000,2022100,1556900,1820600,1556900,4867400,3774900
P17858,"ATP-dependent 6-phosphofructokinase, liver type, ATP-PFK, PFK-L, EC 2.7.1.11 (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B, PFK-B) (Phosphohexokinase)",PFKL,3357800,3489100,5353100,4397700,576390,559980,1182700,889120,4083500,2995600,2058800,1211500,250320,873350,355300,580730,355300,580730,2638300,0
P17900,"Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3, SAP-3) [Cleaved into: Ganglioside GM2 activator isoform short ]",GM2A,0,0,1695800,0,818990,1771200,0,0,3505100,2857400,0,4193700,1601500,2436700,2848400,3430400,2848400,3430400,3050600,2452600
P17931,"Galectin-3, Gal-3 (35 kDa lectin) (Carbohydrate-binding protein 35, CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein, GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)",LGALS3,79022000,64045000,151500000,107470000,50834000,35454000,60207000,41342000,40811000,36557000,131340000,115060000,45847000,46603000,85970000,82083000,85970000,82083000,42898000,28970000
P17980,"26S proteasome regulatory subunit 6A (26S proteasome AAA-ATPase subunit RPT5) (Proteasome 26S subunit ATPase 3) (Proteasome subunit P50) (Tat-binding protein 1, TBP-1)",PSMC3,5160900,2306000,8803200,8130600,503020,830260,2866900,1087800,2017200,1817400,4761600,6490300,504650,616630,818570,441730,818570,441730,1659900,618480
P17987,"T-complex protein 1 subunit alpha, TCP-1-alpha (CCT-alpha)",TCP1,6565900,6618600,10992000,8378000,5373000,4526100,4454600,4285100,7683000,6150000,6028800,5027800,2105100,2266800,1975900,1995000,1975900,1995000,5669000,4642500
P18077,60S ribosomal protein L35a (Cell growth-inhibiting gene 33 protein) (Large ribosomal subunit protein eL33),RPL35A,2906900,1171100,6839600,5568900,1409100,1030900,1291800,1059300,3437300,3055000,9965500,5001200,6035100,7082700,4949600,4277300,5012700,4277300,8960900,8164900
P18085,ADP-ribosylation factor 4,ARF4,4467000,7769200,26282000,22882000,22563000,17878000,21779000,11451000,29713000,15296000,31286000,26316000,6051700,5332200,6931400,8911900,6931400,8911900,15679000,11550000
P18124,60S ribosomal protein L7 (Large ribosomal subunit protein uL30),RPL7,12941000,10148000,24740000,20262000,6419500,4829400,13402000,8515200,8966700,8837900,26621000,22702000,10005000,12700000,13031000,12845000,13031000,12845000,13685000,11313000
P18206,"Vinculin (Metavinculin, MV)",VCL,9108400,8791200,13378000,10845000,9532900,8468200,9391400,7225000,5353700,4232800,15000000,12461000,5657100,5728600,6834400,6518800,6788400,6518800,7594900,5731800
P18283,"Glutathione peroxidase 2, GPx-2, GSHPx-2, EC 1.11.1.9 (Gastrointestinal glutathione peroxidase) (Glutathione peroxidase-gastrointestinal, GPx-GI, GSHPx-GI) (Glutathione peroxidase-related protein 2, GPRP-2)",GPX2,6800000,5655300,4182700,3356700,0,0,925150,862210,1041600,1262100,1006100,667430,1410900,1494000,942580,738510,1757700,1961500,708500,0
P18621,60S ribosomal protein L17 (60S ribosomal protein L23) (Large ribosomal subunit protein uL22) (PD-1),RPL17,1028100,952430,6182900,5940200,6200300,4960000,2255200,2191200,2208000,1964400,5261400,4912100,2905500,2772900,2190900,1502800,2190900,1502800,3223200,2499000
P18669,"Phosphoglycerate mutase 1, EC 5.4.2.11, EC 5.4.2.4 (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B, PGAM-B)",PGAM1,33350000,30776000,45893000,39482000,9500300,8064100,25995000,21293000,17087000,13246000,47869000,46832000,17769000,18475000,14832000,17431000,14832000,17431000,32458000,25599000
P18754,Regulator of chromosome condensation (Cell cycle regulatory protein) (Chromosome condensation protein 1),RCC1,429550,2967700,5814600,4532900,1261800,911000,3757300,3144500,3288300,3587800,7285000,7456100,1708900,3444100,0,0,0,0,3961300,1627000
P19105,"Myosin regulatory light chain 12A (Epididymis secretory protein Li 24, HEL-S-24) (MLC-2B) (Myosin RLC) (Myosin regulatory light chain 2, nonsarcomeric) (Myosin regulatory light chain MRLC3)",MYL12A,3620600,4385800,6447200,6641500,6293100,5473600,3876900,3277500,8155700,7073200,14148000,14863000,5190000,7211900,9993800,9399200,9993800,9399200,11904000,7983500
P19338,Nucleolin (Protein C23),NCL,10614000,9401300,26502000,20167000,9176300,6720200,10101000,8300300,8719000,7043300,13483000,13064000,5460900,5406500,3488000,3428200,3373100,3250900,13402000,12350000
P19367,"Hexokinase-1, EC 2.7.1.1 (Brain form hexokinase) (Hexokinase type I, HK I) (Hexokinase-A)",HK1,11809000,10467000,19729000,14949000,6379800,5071600,10519000,9696800,7331500,7662600,19687000,17075000,8531400,10051000,7462400,7084500,7462400,7084500,9508800,7783800
P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial, EC 7.1.1.2 (NADH-ubiquinone oxidoreductase 24 kDa subunit)",NDUFV2,1650400,1152800,2049000,2681500,1101900,887930,937080,684110,1670000,1623200,3267500,2671500,1030400,959520,2898300,2918000,2898300,2918000,838920,853940
P19971,"Thymidine phosphorylase, TP, EC 2.4.2.4 (Gliostatin) (Platelet-derived endothelial cell growth factor, PD-ECGF) (TdRPase)",TYMP,12678000,6441000,13591000,10611000,3456700,2740100,12077000,8775600,4206500,4104000,35618000,36773000,10197000,9302200,9888600,8676300,9888600,8676300,19944000,15656000
P20061,"Transcobalamin-1, TC-1 (Haptocorrin, HC) (Protein R) (Transcobalamin I, TC I, TCI)",TCN1,13249000,12093000,15207000,12141000,15982000,15782000,21643000,24472000,74498000,124600000,1564600,1659800,1344100,1115000,1223300,869530,1244900,869530,1366000,2032500
P20073,Annexin A7 (Annexin VII) (Annexin-7) (Synexin),ANXA7,16688000,15256000,23297000,19386000,7931400,7703200,9266800,7612800,16148000,12065000,10767000,10683000,7885500,8226600,9601000,9164000,9591500,9164000,10105000,8528300
P20160,"Azurocidin (Cationic antimicrobial protein CAP37) (Heparin-binding protein, HBP, hHBP)",AZU1,34293000,25129000,3542900,3983400,1145000,1498400,12852000,9977900,2631700,1241300,1640800,1201300,379380,703010,6656800,5323700,6656800,5323700,7706900,5738600
P20340,"Ras-related protein Rab-6A, Rab-6",RAB6A,6544400,4719900,42681000,28058000,20376000,17967000,13055000,10537000,40946000,34891000,21309000,18617000,10091000,10112000,10358000,8749100,10358000,8749100,12036000,11981000
P20591,"Interferon-induced GTP-binding protein Mx1 (Interferon-induced protein p78, IFI-78K) (Interferon-regulated resistance GTP-binding protein MxA) (Myxoma resistance protein 1) (Myxovirus resistance protein 1) [Cleaved into: Interferon-induced GTP-binding protein Mx1, N-terminally processed ]",MX1,824300,743720,4150400,3110900,0,0,404240,394670,183870,0,424940,374320,187720,198250,364570,319530,364570,319530,0,0
P20618,Proteasome subunit beta type-1 (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain),PSMB1,5046500,2826600,15502000,10198000,7689200,4276700,3618600,3495800,7984900,7237300,16196000,16713000,7446800,8704500,5530800,5650400,5530800,5650400,13439000,12159000
P20674,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",COX5A,6736800,4393500,9063700,8677500,5109400,4446100,5627200,5843600,8345600,4527900,15287000,13250000,7758000,4679100,10794000,8323000,10794000,8323000,6155900,4275600
P20700,Lamin-B1,LMNB1,4179100,5973200,9451400,6415400,6062300,2079000,5217200,4716100,4940900,4553300,11941000,10933000,5290400,6138700,3028600,4434400,3028600,4434400,5847700,4196700
P20810,Calpastatin (Calpain inhibitor) (Sperm BS-17 component),CAST,4316000,7654100,11281000,7603100,308740,0,3143800,2208000,1012000,1218900,2059800,1968200,829870,700180,953450,923710,953450,923710,1137600,704080
P20933,"N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase, EC 3.5.1.26 (Aspartylglucosaminidase) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Cleaved into: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain ]",AGA,0,0,5274500,3419000,0,0,0,3043200,2262900,2083200,3288400,2491200,1567800,2014200,1993200,1908200,1993200,1908200,2412300,1951000
P21281,"V-type proton ATPase subunit B, brain isoform, V-ATPase subunit B 2 (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)",ATP6V1B2,2054700,1401700,4016500,4256200,7432500,4110100,2076200,1585400,3760400,1129100,3004400,3187000,1732800,619280,2025600,2597400,2117100,2597400,1745800,952170
P21397,"Amine oxidase [flavin-containing] A, EC 1.4.3.21, EC 1.4.3.4 (Monoamine oxidase type A, MAO-A)",MAOA,8757100,8228900,9569500,5582500,7212800,1953600,9811400,6191400,3100300,5179600,14509000,13592000,3293700,3467800,4914700,3536700,4914700,3536700,3603100,3365000
P21796,"Voltage-dependent anion-selective channel protein 1, VDAC-1, hVDAC1 (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM)",VDAC1,21429000,19232000,79018000,65709000,22205000,17580000,21321000,19759000,61452000,51144000,68393000,59053000,34133000,37558000,47449000,45873000,48054000,45873000,37946000,26351000
P21912,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, EC 1.3.5.1 (Iron-sulfur subunit of complex II, Ip)",SDHB,2357000,3302800,7556900,6047200,2590800,2091200,3289500,2619100,9693800,8375300,6018300,4546800,5778900,6314500,4940500,4774900,4940500,4774900,5691700,5260600
P21926,"CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein, MRP-1) (Tetraspanin-29, Tspan-29) (p24) (CD antigen CD9)",CD9,14926000,12865000,24293000,20029000,9231900,5751300,10295000,8183200,7658100,7996900,11964000,12233000,8732100,8655600,7716700,7103300,7716700,7103300,9094600,2905400
P21964,"Catechol O-methyltransferase, EC 2.1.1.6",COMT,4153300,6747600,16863000,11932000,10671000,8460700,4525400,4387800,7751100,13904000,8631200,6436500,1346100,1173400,1699400,1193400,1699400,1193400,2353400,1965600
P21980,"Protein-glutamine gamma-glutamyltransferase 2, EC 2.3.2.13 (Erythrocyte transglutaminase) (Heart G alpha(h), hhG alpha(h)) (Isopeptidase TGM2, EC 3.4.-.-) (Protein G alpha(h), G(h)) (Protein-glutamine deamidase TGM2, EC 3.5.1.44) (Protein-glutamine dopaminyltransferase TGM2, EC 2.3.1.-) (Protein-glutamine histaminyltransferase TGM2, EC 2.3.1.-) (Protein-glutamine noradrenalinyltransferase TGM2, EC 2.3.1.-) (Protein-glutamine serotonyltransferase TGM2, EC 2.3.1.-) (Tissue transglutaminase, tTG, tTgase) (Transglutaminase C, TG(C), TGC, TGase C) (Transglutaminase H, TGase H) (Transglutaminase II, TGase II) (Transglutaminase-2, TG2, TGase-2, hTG2)",TGM2,3991900,4256900,14164000,11378000,3154500,1848600,14687000,12255000,5183100,6763600,24095000,26898000,6603600,7680700,10608000,11266000,10608000,11233000,12638000,10757000
P22061,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase, PIMT, EC 2.1.1.77 (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl/D-aspartyl methyltransferase) (Protein-beta-aspartate methyltransferase)",PCMT1,6090000,7783700,10533000,12562000,4394400,2543300,3877400,5129100,3469400,3501900,9984000,10161000,5453900,5363700,8556900,3801600,8640000,3838900,4641400,3574800
P22079,"Lactoperoxidase, LPO, EC 1.11.1.7 (Salivary peroxidase, SPO)",LPO,4036900,3354900,3670700,3016700,1463300,1012500,5197400,6552500,2505800,3082400,384600,272950,201440,347560,219360,239470,219360,262060,276200,217300
P22102,"Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase, EC 6.3.4.13 (Glycinamide ribonucleotide synthetase, GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase, EC 6.3.3.1 (AIR synthase, AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase, EC 2.1.2.2 (5'-phosphoribosylglycinamide transformylase) (GAR transformylase, GART) ]",GART,3275600,5449800,2991300,3052600,0,0,1787800,1818200,2070700,1766900,1536900,1552700,1538500,1364100,1947800,1822400,1947800,1822400,1679200,1252500
P22234,"Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase, PAICS [Includes: Phosphoribosylaminoimidazole carboxylase, EC 4.1.1.21 (AIR carboxylase, AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase, EC 6.3.2.6 (SAICAR synthetase) ]",PAICS,8377500,6932300,9496000,10804000,3531800,3652700,2347100,1576900,1662600,1746700,1702200,1791800,1227700,1553900,1953000,520060,1961900,520060,988390,739260
P22307,"Sterol carrier protein 2, SCP-2 (Acetyl-CoA C-myristoyltransferase, EC 2.3.1.155) (Non-specific lipid-transfer protein, NSL-TP) (Propanoyl-CoA C-acyltransferase, EC 2.3.1.176) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase, EC 2.3.1.16) (SCP-chi) (SCPX) (Sterol carrier protein X, SCP-X)",SCP2,8656900,8307100,16737000,11272000,5753900,5170700,6071000,5272400,11665000,10780000,7535800,8206800,7483300,7108100,6152100,6854100,6152100,6854100,7310000,8144100
P22314,"Ubiquitin-like modifier-activating enzyme 1, EC 6.2.1.45 (Protein A1S9) (Ubiquitin-activating enzyme E1)",UBA1,43345000,36799000,51660000,42960000,17985000,14360000,16325000,16250000,15109000,13518000,26613000,24615000,10015000,11345000,10234000,11047000,10235000,11047000,19179000,15500000
P22392,"Nucleoside diphosphate kinase B, NDK B, NDP kinase B, EC 2.7.4.6 (C-myc purine-binding transcription factor PUF) (Histidine protein kinase NDKB, EC 2.7.13.3) (nm23-H2)",NME2,26047000,24857000,64945000,54247000,19966000,12991000,30327000,26592000,20028000,19207000,51777000,52075000,21049000,22221000,22561000,18649000,22561000,18649000,38901000,27423000
P22570,"NADPH:adrenodoxin oxidoreductase, mitochondrial, AR, Adrenodoxin reductase, EC 1.18.1.6 (Ferredoxin--NADP(+) reductase, Ferredoxin reductase)",FDXR,8815600,8173600,6386200,5083200,2039900,838650,1584000,1335500,4985000,4324500,3527500,2742000,3132600,3715700,3601700,3017900,3601700,3017900,2071500,1379600
P22626,"Heterogeneous nuclear ribonucleoproteins A2/B1, hnRNP A2/B1",HNRNPA2B1,22567000,20112000,45193000,33830000,16636000,13335000,17902000,14640000,23060000,21330000,24663000,22488000,10663000,10149000,5266400,5659100,5266400,5659100,20554000,15427000
P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)",UQCRC2,10261000,7153500,15947000,13594000,7020400,6855000,8909900,7119900,12732000,9598800,15150000,16524000,11685000,11552000,12372000,11568000,12372000,11568000,11986000,7732700
P22735,"Protein-glutamine gamma-glutamyltransferase K, EC 2.3.2.13 (Epidermal TGase) (Transglutaminase K, TG(K), TGK, TGase K) (Transglutaminase-1, TGase-1)",TGM1,0,0,0,0,722360,670060,506810,569390,5568400,5222500,368610,921010,891870,1454100,2242800,2594300,2242800,2594300,432990,578290
P23141,"Liver carboxylesterase 1 (Acyl-coenzyme A:cholesterol acyltransferase, ACAT) (Brain carboxylesterase hBr1) (Carboxylesterase 1, CE-1, hCE-1, EC 3.1.1.1) (Cholesteryl ester hydrolase, CEH, EC 3.1.1.13) (Cocaine carboxylesterase) (Egasyn) (HMSE) (Methylumbelliferyl-acetate deacetylase 1, EC 3.1.1.56) (Monocyte/macrophage serine esterase) (Retinyl ester hydrolase, REH) (Serine esterase 1) (Triacylglycerol hydrolase, TGH)",CES1,143990000,136070000,245230000,204250000,46360000,43103000,22485000,20875000,143040000,107410000,47577000,42775000,38571000,43835000,38816000,37140000,39236000,37140000,31689000,26770000
P23246,"Splicing factor, proline- and glutamine-rich (100 kDa DNA-pairing protein, hPOMp100) (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor, PSF, PTB-associated-splicing factor)",SFPQ,12261000,15304000,14488000,8646400,7031500,5822000,10655000,8924200,8339100,6119500,4932700,5012200,1514800,503810,1711600,1063200,1711600,1063200,5354900,5153300
P23284,"Peptidyl-prolyl cis-trans isomerase B, PPIase B, EC 5.2.1.8 (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin, SCYLP)",PPIB,10960000,8801400,30540000,26177000,13617000,13328000,13747000,11694000,4460400,7830800,29382000,28963000,14055000,15145000,15940000,16938000,15940000,16938000,13838000,11676000
P23368,"NAD-dependent malic enzyme, mitochondrial, NAD-ME, EC 1.1.1.38 (Malic enzyme 2)",ME2,3029400,2870400,3795000,2525500,1313600,1236600,2058400,1656200,2978300,2060600,4342700,4060200,1571900,1617600,2357500,2709000,2357500,2709000,2278100,2435300
P23381,"Tryptophan--tRNA ligase, cytoplasmic, EC 6.1.1.2 (Interferon-induced protein 53, IFP53) (Tryptophanyl-tRNA synthetase, TrpRS, hWRS) [Cleaved into: T1-TrpRS; T2-TrpRS ]",WARS1,7379500,7203600,12435000,10422000,6352600,3560200,13770000,11228000,3222200,2267300,34417000,31807000,7547200,7891000,9743300,8697000,9743300,8693400,19650000,14398000
P23396,"40S ribosomal protein S3, EC 4.2.99.18 (Small ribosomal subunit protein uS3)",RPS3,5197300,2639900,13520000,11355000,10071000,7116600,6669700,5428600,14538000,12459000,15483000,15074000,9650300,9793800,8304100,7816100,8378100,7912200,15570000,11583000
P23526,"Adenosylhomocysteinase, AdoHcyase, EC 3.3.1.1 (S-adenosyl-L-homocysteine hydrolase)",AHCY,13009000,11988000,29125000,24132000,9282100,7746600,10257000,7847200,10079000,9407200,31897000,30620000,13696000,12802000,10382000,9816600,10382000,9816600,14009000,11791000
P23528,"Cofilin-1 (18 kDa phosphoprotein, p18) (Cofilin, non-muscle isoform)",CFL1,25544000,28291000,71920000,54169000,32262000,25721000,26896000,21566000,32263000,32552000,29316000,29920000,10777000,9786400,5750700,7114200,5750700,7114200,16551000,11534000
P23634,"Plasma membrane calcium-transporting ATPase 4, PMCA4, EC 7.2.2.10 (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4)",ATP2B4,2225000,1285400,1425200,1815200,0,0,992630,799650,738930,0,3942800,1017200,848810,817600,785660,562850,785660,562850,953830,988750
P23786,"Carnitine O-palmitoyltransferase 2, mitochondrial, EC 2.3.1.21 (Carnitine palmitoyltransferase II, CPT II)",CPT2,1928800,1614900,4436000,3160400,2577500,2220700,2850700,769040,1742600,2351700,4428700,5271200,1503100,1452900,3264300,1508200,3264300,1508200,2016000,1339700
P24158,"Myeloblastin, EC 3.4.21.76 (AGP7) (C-ANCA antigen) (Leukocyte proteinase 3, PR-3, PR3) (Neutrophil proteinase 4, NP-4) (P29) (Wegener autoantigen)",PRTN3,9999000,6623800,3083400,2619900,3163500,1540000,13599000,10370000,1126800,760180,1661000,2416400,620820,1255300,3414400,3716700,3414400,3716700,8555800,7682900
P24534,"Elongation factor 1-beta, EF-1-beta",EEF1B2,3410800,5176400,8160500,4064000,4108600,4368200,7701800,2507800,5416500,6276300,3575800,3543100,1767900,1169700,614840,523340,614840,523340,3346400,2789900
P24539,"ATP synthase F(0) complex subunit B1, mitochondrial (ATP synthase peripheral stalk-membrane subunit b) (ATP synthase proton-transporting mitochondrial F(0) complex subunit B1) (ATP synthase subunit b, ATPase subunit b)",ATP5PB,8838600,7982900,19831000,16588000,8457100,6903900,9605900,7748500,11671000,12694000,26090000,27126000,14583000,13543000,17395000,12173000,17395000,12173000,13079000,13812000
