Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74
P00441,"Superoxide dismutase [Cu-Zn], EC 1.15.1.1 (Superoxide dismutase 1, hSod1)",SOD1,9239100,47518000,0,21370000,0,7854900,27312000,35734000,3203400,1309900,3773100,11680000,19273000,19769000,33825000,10529000,1522500,5820500,2546300,41613000,931850,5157300,12728000,6062700,8578000,6094500,6007500,2178000,4421600,11812000,6951500,0,3168900,3862300,11088000,914240,6956800,13456000,1793400,33996000,69789000,16517000,19056000,4905200,56758000,3861900,5905400,17636000,0,800000,1272600,7827900,5559200,13222000,17057000,10595000,3719800,5091000,27924000,3846900,9814300,5898400,4227600,1742200,9526200,5099900,8714300,0,3691400,4472600,4697900,5096300,3797800,2842300
P00450,"Ceruloplasmin, EC 1.16.3.1 (Ferroxidase)",CP,1105200000,506870016,675750016,726430016,1090400000,701960000,412489984,3522400000,279249984,823980032,551059968,562350016,1825299968,237540000,330080000,782320000,194310000,467500000,170930000,1403600000,1328700032,474420000,727609984,716870016,436009984,2183800064,479089984,789640000,1067000000,596790016,285470016,1394200064,780830016,2028300032,573560000,216260000,666830016,925720000,2069900032,162210000,1266700032,225490000,284660000,654910016,267280000,545859968,172200000,359310016,513240000,87527000,1953799936,1180400000,390700000,159640000,3094400000,1333699968,173090000,1134599936,1433200000,3486200064,2174200064,653529984,1736800000,455550016,869960000,930169984,455980000,96603000,355270016,957539968,1097799936,497049984,2596699904,819150016
P00558,"Phosphoglycerate kinase 1, EC 2.7.2.3 (Cell migration-inducing gene 10 protein) (Primer recognition protein 2, PRP 2)",PGK1,0,715820,0,475650,0,832150,0,2039300,106570,0,0,0,0,0,678400,0,0,0,14898,0,464670,48266,523320,510760,77805,1009800,102270,0,330990,2203000,171110,0,1638000,1644300,701680,96865,977220,6390500,83988,66514,5912600,0,0,3824800,62316000,224840,14996000,255510,436580,361500,945840,0,3520500,466910,3303100,6507000,99529,3495500,23510000,293980,109810000,0,1143300,1406400,54541,525650,0,38204,191780,317840,287620,111080,795430,320490
P00734,"Prothrombin, EC 3.4.21.5 (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain ]",F2,465769984,306470016,517940000,644569984,660529984,714729984,221520000,1137500032,241210000,508489984,241390000,268969984,229760000,536030016,377129984,405889984,153230000,482009984,70361000,342070016,888280000,487809984,285800000,728249984,367660000,1226400000,391200000,680230016,771939968,871660032,600249984,404209984,606430016,1300700032,681590016,93061000,308120000,480750016,693800000,188640000,497340000,378489984,478900000,396809984,201760000,459569984,90935000,516689984,148770000,22739000,1330899968,1191200000,534300000,230230000,763569984,711969984,202540000,489329984,1350800000,846200000,462720000,254410000,686110016,188160000,602489984,805249984,165810000,67592000,361060000,590940032,536600000,482620000,726979968,633859968
P00736,"Complement C1r subcomponent, EC 3.4.21.41 (Complement component 1 subcomponent r) [Cleaved into: Complement C1r subcomponent heavy chain; Complement C1r subcomponent light chain ]",C1R,48000000,42510000,21614000,50411000,44236000,50714000,16589000,157100000,30161000,43885000,18966000,28507000,36679000,33692000,36769000,30172000,15402000,27069000,14164000,54542000,26579000,42078000,36903000,24792000,29007000,82021000,27754000,44134000,69863000,24565000,65068000,36719000,41443000,14530000,42112000,15955000,12626000,40023000,92351000,21970000,56402000,26383000,33336000,24599000,44353000,65767000,6907600,37472000,20784000,6966200,86222000,27512000,45405000,15173000,103490000,45778000,7713800,40240000,87746000,136810000,26720000,36009000,87129000,20925000,71598000,44004000,14732000,8275300,14037000,43608000,86513000,23849000,61377000,52197000
P00738,Haptoglobin (Zonulin) [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain ],HP,1261400064,1529600000,225350000,2803500032,2932199936,1486200064,5058200064,7258299904,52874000,834430016,4279200000,1012000000,2367800064,5720699904,3837400064,5635100160,5906400,3771000064,134680000,4440099840,71649000,2048300032,5978699776,3026899968,4285100032,12942999552,8298800128,7099899904,7857200128,2536600,1448400000,6656500224,5119499776,3517799936,5354899968,1157200000,6440099840,6976099840,8572599808,7223000064,2324199936,4633800192,9517899776,8647700480,4992799744,6652899840,1264400000,2987800064,4505800192,1380999936,1508300,12782000128,4521699840,1144400000,13072000,2235200000,1450499968,1334000000,1847299968,307860000,10140000256,39481000,1491600000,4545800192,3868100096,5140899840,4198000128,229820000,3359300096,3323000064,1887000064,4401500160,8739399680,8271499776
P00739,Haptoglobin-related protein,HPR,2766700,1392900,0,8948600,189880,1740600,2163700,56334000,0,0,519650,1607000,8126000,5447100,1327300,3059500,235740,8993400,325040,22240000,3190900,10897000,10204000,10578000,8435700,39244000,4580600,13638000,71430000,2220200,19000000,33820000,52376000,11719000,7510500,3461100,4654300,5378200,40986000,27284000,28905000,3829500,25672000,12707000,2374100,10117000,2083500,5572900,0,117160,1468200,6457100,8507100,7095800,5967300,7245100,647330,31065000,10642000,6594100,110540000,5917000,37535000,11099000,57920000,12769000,8026200,2669500,10129000,22732000,90445000,2346300,36002000,9163600
P00740,"Coagulation factor IX, EC 3.4.21.22 (Christmas factor) (Plasma thromboplastin component, PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain ]",F9,11427000,9426500,12721000,6531300,16192000,19881000,16638000,33066000,8559800,0,16026000,14707000,2218000,15657000,13804000,20273000,4716800,11863000,2052700,15132000,27121000,15823000,20202000,10962000,11535000,47420000,13995000,22433000,38377000,14325000,17689000,7791400,18324000,47200000,21847000,3421800,10701000,28005000,30652000,14659000,24905000,15725000,15529000,17040000,4536200,18101000,3485200,14070000,5772800,407750,41741000,21520000,25385000,9463600,19217000,28935000,4909900,15349000,86442000,38023000,17147000,10546000,33945000,7998500,21589000,19282000,4555400,1798400,6787500,18706000,8198800,11278000,20029000,11823000
P00742,"Coagulation factor X, EC 3.4.21.6 (Stuart factor) (Stuart-Prower factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain ]",F10,35099000,21218000,29772000,21752000,34059000,37208000,20039000,83303000,24141000,7091000,24544000,23767000,50599000,24095000,21544000,23344000,16932000,19182000,7654000,66931000,50709000,20355000,38656000,37638000,22785000,91956000,22987000,47898000,48469000,40487000,30260000,21439000,32834000,128070000,41682000,7024200,28738000,27480000,58300000,17593000,38140000,35893000,29882000,28508000,7199400,29063000,4987200,24884000,3873900,13162000,89820000,64023000,29618000,9610900,41203000,52675000,4184100,53459000,120080000,79222000,45896000,32744000,68143000,11115000,39016000,48206000,20210000,4259000,21693000,31377000,24934000,28035000,42746000,31050000
P00746,"Complement factor D, EC 3.4.21.46 (Adipsin) (C3 convertase activator) (Properdin factor D)",CFD,44358000,41334000,19617000,13907000,7871700,19032000,20482000,12349000,10352000,5646900,4591300,10441000,2036700,28693000,15816000,8111600,2802900,9945000,3950200,1762600,11326000,30780000,3026400,50696000,13270000,4590900,23721000,19900000,13781000,19015000,5736500,5982000,6917400,63821000,18690000,405160,7500800,13519000,7252300,6137600,3802300,22401000,15628000,7960100,8184700,7006500,163820,15598000,226990,2022900,23573000,14477000,4693500,4350200,2460100,4731300,771790,7234400,17275000,23563000,3685100,10159000,14443000,4960400,12922000,25797000,16242000,761640,29738000,17664000,5642500,11786000,9923700,19641000
P00747,"Plasminogen, EC 3.4.21.7 [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B ]",PLG,173750000,41996000,133400000,177450000,230920000,224770000,63994000,579790016,75128000,59275000,124230000,104230000,74862000,111370000,131850000,166230000,72586000,130450000,22631000,106750000,125420000,192970000,74258000,111550000,192180000,314000000,136700000,273680000,298340000,226400000,282060000,196590000,477169984,163150000,223080000,18089000,166120000,122910000,299180000,36011000,205540000,176360000,162520000,74554000,67146000,199730000,42133000,145760000,77874000,28044000,364360000,306080000,258300000,30864000,166970000,303249984,46128000,216990000,467520000,147750000,223860000,179460000,224680000,172900000,239170000,340700000,44574000,20931000,59575000,251970000,282980000,111720000,411100000,262350000
P00748,"Coagulation factor XII, EC 3.4.21.38 (Hageman factor, HAF) [Cleaved into: Coagulation factor XIIa heavy chain; Beta-factor XIIa part 1; Coagulation factor XIIa light chain (Beta-factor XIIa part 2) ]",F12,53128000,2710500,19618000,87913000,56974000,6279400,3112100,188230000,460550,2745600,22194000,14071000,8354100,23812000,3479800,8968700,21007000,5705200,342260,7847200,17806000,30149000,5674300,8405200,34134000,13783000,13816000,5251800,75878000,36721000,10265000,15193000,36008000,3645200,15684000,4260900,5548200,8811900,32368000,4586400,7472400,23450000,22664000,5522000,23501000,439990,1658200,24779000,0,3080200,15038000,15111000,11791000,18093000,31337000,11347000,4699200,44986000,79945000,34067000,4790500,3440700,14652000,27294000,9412400,110300000,13897000,1930000,10551000,20019000,55696000,14559000,26384000,6709300
P00751,"Complement factor B, EC 3.4.21.47 (C3/C5 convertase) (Glycine-rich beta glycoprotein, GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment ]",CFB,1167299968,593790016,475320000,653889984,216960000,368380000,206030000,1031200000,483080000,750860032,278409984,234720000,308950016,472820000,557729984,622259968,248030000,599800000,153610000,413310016,900289984,591929984,562790016,342529984,444620000,756070016,713900032,864150016,708369984,451510016,346440000,422470016,973980032,695409984,962990016,119180000,783880000,236280000,457670016,474540000,327470016,300320000,513840000,385260000,375120000,1109600000,42749000,670489984,108350000,47393000,521640000,108290000,516300000,292510016,493860000,361870016,51248000,289460000,334200000,1299600000,264880000,412120000,660320000,321910016,519980000,871649984,297220000,56903000,538649984,1142700032,586849984,466009984,717859968,890000000
P00915,"Carbonic anhydrase 1, EC 4.2.1.1 (Carbonate dehydratase I) (Carbonic anhydrase B, CAB) (Carbonic anhydrase I, CA-I) (Cyanamide hydratase CA1, EC 4.2.1.69)",CA1,298080,47374000,2786600,33515000,7710500,12488000,14616000,52018000,6365000,8502800,6606700,22444000,17897000,25030000,32791000,4282700,942550,10545000,3331100,14802000,15034000,6743500,24673000,2130900,11745000,191420000,5864500,6822100,9403700,129690000,35243000,31385000,8419700,46250000,36344000,463350,10299000,346350016,25577000,17684000,991600000,11327000,22652000,18201000,39925000,37100000,8891600,29863000,44001000,15825000,23624000,37371000,2148600,40278000,214780000,350129984,43852000,49329000,100170000,156680000,79250000,6534600,29220000,4192900,21244000,5886100,20351000,4049200,3585900,25186000,25649000,556740,97107000,15827000
P00918,"Carbonic anhydrase 2, EC 4.2.1.1 (Carbonate dehydratase II) (Carbonic anhydrase C, CAC) (Carbonic anhydrase II, CA-II) (Cyanamide hydratase CA2, EC 4.2.1.69)",CA2,1255400,799070,0,2746100,0,0,256190,2694100,159090,0,0,187370,832250,1972400,11051000,28364,0,122000,0,583350,1194600,826310,345500,299670,1104100,13988000,119720,1335000,3004400,42221000,11047000,281990,587110,16041000,16053000,36756,1805400,40399000,5458700,2318800,218240000,923980,861540,4172600,6768300,4501200,1253900,17085000,971360,1799500,2055000,989800,440820,9209300,51176000,47705000,3447300,3638900,6765700,13159000,5940000,783690,6475000,360080,3345300,898650,1278300,282830,214460,3304400,3097500,282760,4663200,1842300
P01008,"Antithrombin-III, ATIII (Serpin C1)",SERPINC1,169990000,154410000,190580000,350969984,426329984,543910016,178700000,895420032,232320000,331960000,396460000,355110016,361409984,242650000,196910000,216730000,144890000,268710016,84699000,90437000,502649984,251520000,52928000,391160000,258410000,714600000,186440000,408340000,469630016,479140000,629539968,196010000,382500000,751529984,354600000,36887000,156510000,297280000,694899968,43340000,228910000,282430016,294070016,149630000,167820000,284870016,110970000,282510016,218740000,28742000,1148499968,784070016,295800000,74783000,402040000,541809984,128240000,512800000,866019968,461769984,485009984,327720000,274070016,96729000,402489984,527740000,87066000,21834000,107860000,356680000,144260000,194520000,432190016,310380000
P01009,"Alpha-1-antitrypsin (Alpha-1 protease inhibitor) (Alpha-1-antiproteinase) (Serpin A1) [Cleaved into: Short peptide from AAT, SPAAT ]",SERPINA1,609830016,1035600000,1126400000,571769984,1447200000,234280000,342030016,2955399936,234360000,259280000,107930000,147400000,1602200064,167600000,1400400000,276620000,143150000,999609984,109520000,2348300032,341460000,249950000,1704499968,98035000,274169984,3305299968,399089984,496449984,909160000,149140000,1128600064,2940000000,607470016,53339000,290369984,519520000,544929984,2797299968,1495500032,450950016,2347399936,97857000,342790016,843420032,914280000,924640000,501190016,619459968,1198099968,229830000,194750000,132620000,300260000,167390000,6625900032,944270016,800609984,2141100032,2682899968,4615499776,3046099968,271740000,3286500096,1403200000,548750016,548150016,813760000,176560000,560920000,468710016,1802499968,547740032,3860800000,1101299968
P01011,"Alpha-1-antichymotrypsin, ACT (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less ]",SERPINA3,44671000,86924000,79680000,52944000,212200000,17271000,58351000,589670016,13690000,5914000,7603700,15471000,258780000,11784000,145230000,13092000,14646000,39462000,23873000,633849984,180390000,5218200,508830016,6442900,7560000,1764899968,23778000,13045000,27892000,27201000,83942000,358440000,43458000,113330000,24122000,270169984,18247000,1202800000,2402500096,32892000,1645699968,6310100,26049000,60570000,76540000,107290000,228890000,20816000,1893400064,129290000,155300000,154220000,10422000,11506000,3950899968,541409984,318430016,1486899968,1473699968,1570700032,1536000000,31062000,2565799936,455220000,76312000,26821000,137830000,65267000,56990000,29448000,312710016,41398000,798630016,128600000
P01019,"Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I, Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II, Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III, Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV, Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4 ]",AGT,23347000,80626000,68367000,41454000,170460000,22535000,64144000,681840000,14414000,15248000,16017000,44368000,153590000,23147000,60868000,30835000,17278000,76197000,10639000,136480000,164040000,21711000,185990000,27394000,29730000,427089984,47470000,37272000,95998000,54559000,202660000,122450000,49538000,470089984,39120000,37795000,12440000,477489984,424750016,45346000,689889984,22384000,34961000,87742000,26005000,67036000,49894000,62921000,231570000,29511000,412000000,437190016,31405000,17559000,822329984,648400000,131330000,575129984,707660032,478849984,788550016,13972000,635969984,79473000,48181000,60845000,118610000,17894000,59095000,39072000,91309000,56958000,239550000,89224000
P01023,"Alpha-2-macroglobulin, Alpha-2-M (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5)",A2M,86602000,30882000,121020000,61179000,876009984,50238000,79882000,1358200064,17947000,65116,28683000,22767000,468220000,30143000,82290000,84150000,34131000,66626000,14889000,928489984,510660000,129000000,1180600064,53449000,75372000,837889984,63202000,70186000,634409984,71183000,482470016,2502799872,140070000,651990016,72899000,195520000,89265000,1817100032,2113500032,65233000,1776000000,297489984,47244000,315520000,787609984,70799000,309990016,256880000,683180032,218390000,417390016,183070000,113920000,30773000,1695800064,530769984,169650000,460550016,1455500032,1346300032,1702800000,47896000,735720000,810560000,115530000,349910016,336009984,69401000,53492000,313209984,1244300032,39140000,998240000,533809984
P01024,"Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c, C3bc; Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein, ASP (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2 ]",C3,411340000,377280000,319910016,990659968,1343800064,628760000,422840000,4246400000,218960000,675670016,519160000,501120000,1377600000,478540000,680350016,657260032,256220000,542040000,116550000,1818300032,1670700032,503280000,1644199936,547459968,463520000,5839000064,273820000,619619968,669169984,553830016,1013100032,1504899968,1203100032,3127800064,514630016,415489984,493860000,2559800064,3296100096,333489984,3085600000,308590016,780280000,562009984,585640000,453249984,290560000,540640000,916409984,124580000,2860900096,1339200000,558579968,136670000,3391300096,3273700096,673230016,2337100032,3919000064,5829700096,1255600000,332030016,1884600064,803480000,712649984,809040000,521070016,202030000,476020000,981500032,1659299968,941070016,3292300032,1027100032
P01031,Complement C5 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain ],C5,26953000,33200000,37468000,42127000,61721000,41318000,15859000,194190000,36299000,25425000,10653000,21737000,36631000,53112000,30643000,54650000,22967000,57119000,6154500,162280000,109910000,36256000,196090000,38021000,51052000,635280000,55801000,43186000,46088000,56127000,38977000,145220000,57378000,170330000,60754000,19029000,44832000,260860000,330809984,48357000,372129984,30287000,74074000,42577000,33957000,50311000,20308000,52460000,37052000,7546500,217110000,133560000,49231000,39118000,423700000,273870016,44773000,130010000,501420000,400710016,168630000,23790000,324390016,60843000,44022000,62625000,39592000,19180000,63344000,66601000,183190000,39081000,203430000,60428000
P01033,"Metalloproteinase inhibitor 1 (Erythroid-potentiating activity, EPA) (Fibroblast collagenase inhibitor, Collagenase inhibitor) (Tissue inhibitor of metalloproteinases 1, TIMP-1)",TIMP1,15830000,9415400,3803200,2338200,1339500,2330200,11480000,13263000,11244000,0,0,0,4569900,3658600,4538900,0,14939000,63924000,2923500,118440000,2860900,1436200,9260100,1389300,652570,3779000,1117100,2488100,0,5049700,2674800,4584300,2429000,5181000,3741600,1132900,2094900,2998700,3063700,4444600,4820600,4187900,3974900,1803600,0,2577300,4431800,1733200,0,1111400,1848200,3765400,1447100,1028500,7235100,3650900,1435100,9396200,3819900,6328000,5836900,2468900,2175000,3466900,2759200,2640200,3093500,790640,1833800,1622300,3270200,0,6481600,2282500
P01034,Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin),CST3,18657000,26109000,0,10793000,3009300,5550800,9963500,24953000,20645000,0,4339100,6845500,7567000,16916000,4358200,2412100,5819300,12647000,3388300,6404300,31121000,25270000,21474000,22959000,11009000,9224200,10823000,12995000,11167000,34484000,15411000,1042600,26733000,111960000,38196000,1133300,10664000,7983000,18503000,7736700,8659500,3731900,11478000,12194000,7087300,7674400,0,17569000,0,853920,34918000,13598000,17460000,11656000,13442000,19989000,0,8655600,24903000,34958000,18029000,29474000,11953000,6896400,27405000,17055000,11849000,829010,21729000,9494600,7533200,11400000,18377000,16317000
P01042,"Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen, HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor ]",KNG1,1144199936,487409984,408809984,536440000,581729984,549870016,420380000,1801699968,401020000,1008099968,543920000,643649984,431980000,602099968,553120000,400740000,666560000,631900032,143790000,622150016,684529984,560390016,243630000,613369984,431430016,770689984,461790016,441529984,571310016,567699968,816380032,265820000,600099968,887510016,684430016,67236000,494100000,392190016,568809984,489240000,378190016,539289984,874960000,444060000,361329984,490649984,102500000,604350016,161880000,39779000,741449984,612609984,588729984,252190000,488460000,499510016,127620000,682979968,708350016,849059968,399180000,1261200000,507740000,299440000,1128600064,705009984,265220000,44783000,357700000,592969984,296920000,415300000,603910016,685390016
P01344,"Insulin-like growth factor II, IGF-II (Somatomedin-A) (T3M-11-derived growth factor) [Cleaved into: Insulin-like growth factor II; Insulin-like growth factor II Ala-25 Del; Preptin ]",IGF2,6721900,7911300,5000900,51006000,9186900,13442000,3475600,51970000,4841000,12450000,10560000,7932700,36947000,6870900,3793700,6622800,7821600,7436000,6769300,43450000,3254100,7512600,1928600,11786000,5192600,9294000,0,6016800,7669800,7911500,6627500,2157700,4460100,4473800,5741400,2416000,1814400,0,2512300,4384100,2409400,7925400,5128600,2389500,3408000,1383000,1682400,2161900,0,0,9018300,11612000,4781800,2270500,2724700,6805900,0,8402200,15596000,9681300,2829900,5095100,8257500,1272200,16036000,17071000,0,1317100,6243500,8179700,9327000,4466600,8170000,2610700
