Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30
O00764,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase),PDXK C21orf124 C21orf97 PKH PNK PRED79,3996700,5397800,8832900,3813800,7218300,0,20626000,4752200,0,7524100,0,3459700,5138000,6551900,3512600,3873300,0,0,0,0,8136600,5754900,6813800,7233300,4099900,7811000,3560100,7362600,7894300,0
O14494,Phospholipid phosphatase 1 (EC 3.1.3.-) (EC 3.1.3.106) (EC 3.1.3.4) (EC 3.6.1.75) (Lipid phosphate phosphohydrolase 1) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a),PLPP1 LPP1 PPAP2A,16064000,16383000,0,17925000,12034000,22313000,29400000,51894000,32924000,15652000,12552000,0,8592700,14489000,13349000,16099000,12859000,18110000,0,95927000,9688000,0,10030000,10941000,31470000,24126000,20006000,8253100,39232000,15038000
O14556,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2) (GAPDH-2) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)",GAPDHS GAPD2 GAPDH2 GAPDS HSD-35 HSD35,91592000,53341000,6394100,2841300,0,19700000,1959500,27305000,52092000,18936000,69205000,22913000,11090000,34922000,4725000,3042100,0,3735500,0,153450000,132030000,37169000,26768000,343440000,86740000,37889000,7749400,13181000,265780000,0
O14672,Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c),ADAM10 KUZ MADM,20036000,21982000,21211000,4086200,14053000,303680,6388100,4108000,4093800,8841300,4279100,0,20208000,6710000,0,2626100,4243200,34422000,0,13648000,37499000,16695000,11981000,20181000,10519000,20948000,16776000,0,66449000,9257300
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1),SLC9A3R1 NHERF NHERF1,6868100,0,17686000,0,7137000,0,3591400,4241300,8301100,0,6168100,0,5071000,6972700,5359800,0,0,0,9627500,3371600,14879000,11781000,11795000,13032000,11734000,0,4799200,8291500,8949700,9658900
O14773,Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I),TPP1 CLN2 GIG1 UNQ267/PRO304,65688000,205900000,125790000,108670000,150960000,214180000,169010000,118810000,159190000,126390000,87242000,106350000,93008000,121950000,66108000,48136000,87731000,105810000,165200000,200390000,365780000,279390016,279440000,214290000,161600000,140340000,293369984,101060000,210880000,123940000
O14786,Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304),NRP1 NRP VEGF165R,11408000,24972000,12105000,31585000,18896000,0,6487800,11524000,11885000,20236000,6070400,0,11377000,8708900,9216100,0,0,5718400,0,48617000,27924000,52187000,27593000,31276000,11941000,8905300,29759000,4948500,12301000,15994000
O14818,Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7),PSMA7 HSPC,15577000,28213000,12676000,17631000,10822000,12542000,7994200,4112900,10711000,19747000,14057000,15508000,12220000,12288000,12789000,14999000,12414000,16336000,23539000,19514000,59492000,35078000,36139000,47643000,34949000,18198000,16127000,13256000,36652000,13117000
O15230,Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha),LAMA5 KIAA0533 KIAA1907,306110016,436740000,396640000,379520000,53489000,272640000,289560000,303590016,220860000,481140000,274990016,257190000,460510016,467920000,181210000,240880000,167880000,138930000,750220032,400310016,1149500032,728259968,358070016,551830016,667920000,479160000,862790016,267910000,775830016,377150016
O15296,Polyunsaturated fatty acid lipoxygenase ALOX15B (15-lipoxygenase 2) (15-LOX-2) (Arachidonate 15-lipoxygenase B) (15-LOX-B) (EC 1.13.11.33) (Arachidonate 15-lipoxygenase type II) (Linoleate 13-lipoxygenase 15-LOb) (EC 1.13.11.-),ALOX15B,8517700,8896600,10551000,7364600,867130,0,7249800,1408400,0,1181100,8823200,2835800,7920700,1326000,3880900,9332200,0,17907000,0,3336300,32907000,3603700,6293900,1877200,13414000,68657000,17093000,9232500,8448800,9139300
O15393,Transmembrane protease serine 2 (EC 3.4.21.-) (Serine protease 10) [Cleaved into: Transmembrane protease serine 2 non-catalytic chain; Transmembrane protease serine 2 catalytic chain],TMPRSS2 PRSS10,134550000,205890000,153490000,136320000,50108000,286500000,181240000,114540000,160950000,102450000,105060000,92842000,217730000,81678000,67103000,104180000,54761000,182010000,158180000,80293000,178300000,89009000,242130000,239150000,150980000,146790000,102970000,53147000,219600000,83023000
O43175,D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399) (Malate dehydrogenase) (EC 1.1.1.37),PHGDH PGDH3,29223000,38689000,40925000,16657000,15082000,54185000,21641000,34631000,23389000,17690000,35925000,28620000,34811000,35816000,24786000,14483000,12211000,37372000,14674000,17667000,34608000,40879000,24224000,19862000,36597000,44942000,22207000,17246000,27449000,20240000
O43278,Kunitz-type protease inhibitor 1 (Hepatocyte growth factor activator inhibitor type 1) (HAI-1),SPINT1 HAI1 UNQ223/PRO256,48982000,37712000,34390000,26158000,18411000,21642000,30616000,15776000,23903000,33459000,12444000,15596000,30065000,23258000,20192000,17298000,9941800,42170000,54437000,17105000,51696000,19841000,39487000,52785000,55159000,47730000,29699000,12889000,69183000,20981000
O43286,"Beta-1,4-galactosyltransferase 5 (Beta-1,4-GalTase 5) (Beta4Gal-T5) (b4Gal-T5) (EC 2.4.1.-) (Beta-1,4-GalT II) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5)",B4GALT5,18108000,35669000,22265000,58225000,70713000,32006000,23242000,0,28228000,44706000,41203000,66400000,28437000,53532000,30854000,18296000,47298000,38827000,0,98104000,200530000,1471800,61043000,214790000,110210000,38895000,36161000,25555000,43862000,79221000
O43291,Kunitz-type protease inhibitor 2 (Hepatocyte growth factor activator inhibitor type 2) (HAI-2) (Placental bikunin),SPINT2 HAI2 KOP,381289984,390870016,230470000,305600000,167910000,19785000,51030000,36032000,396489984,156010000,52654000,139800000,139250000,147560000,81271000,79846000,94564000,473009984,402440000,194120000,2080600064,599100032,1682599936,545139968,2276400128,380129984,380120000,1042000000,2101900032,641920000
O43451,"Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)",MGAM MGA MGAML,70438000,63376000,12768000,43457000,44568000,66735000,62596000,57529000,136780000,53683000,37625000,27302000,24153000,76405000,62946000,20765000,50261000,54209000,45899000,68298000,135980000,48954000,70706000,216750000,171830000,30186000,47878000,53145000,159720000,28279000
O43653,Prostate stem cell antigen,PSCA UNQ206/PRO232,66118000,57893000,468070016,125390000,318449984,0,197500000,76113000,192510000,0,43860000,0,91878000,159210000,173660000,0,99930000,0,60893000,0,0,247570000,354720000,412780000,665470016,316150016,0,0,655310016,250250000
O43657,Tetraspanin-6 (Tspan-6) (A15 homolog) (Putative NF-kappa-B-activating protein 321) (T245 protein) (Tetraspanin TM4-D) (Transmembrane 4 superfamily member 6),TSPAN6 TM4SF6 UNQ767/PRO1560,28860000,47886000,30936000,29686000,15454000,0,0,6212700,11719000,33200000,14682000,23434000,40394000,45519000,14452000,45344000,0,0,0,0,58192000,0,25062000,94508000,62939000,30664000,26132000,0,49854000,14721000
O43692,Peptidase inhibitor 15 (PI-15) (25 kDa trypsin inhibitor) (p25TI) (Cysteine-rich secretory protein 8) (CRISP-8) (SugarCrisp),PI15 CRISP8 P25TI,20131000,14849000,0,0,0,0,21286000,33213000,17833000,46490000,15352000,17084000,6633200,6123600,8204900,29675000,0,87469000,0,88358000,47099000,9059000,78733000,44109000,41964000,92015000,65660000,33807000,149550000,67116000
O43707,Alpha-actinin-4 (Non-muscle alpha-actinin 4),ACTN4,23710000,43598000,39472000,29547000,26892000,66009000,86324000,30477000,55669000,21077000,35191000,22552000,18155000,31135000,36040000,21236000,16598000,23632000,57610000,50353000,48258000,39440000,25545000,56082000,22163000,36887000,10548000,31270000,27815000,28418000
O60568,"Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]",PLOD3,11742000,31990000,24569000,11597000,12650000,13753000,7870700,4414100,14605000,11576000,10550000,10911000,11350000,7723500,6203800,8816300,11655000,7261100,13637000,20521000,40858000,39110000,24841000,40115000,28545000,20995000,75804000,9329900,18432000,18713000
O60635,Tetraspanin-1 (Tspan-1) (Tetraspan NET-1) (Tetraspanin TM4-C),TSPAN1,73572000,115530000,66342000,153520000,45559000,1010800000,250530000,407110016,280190016,79345000,80442000,22791000,199010000,122640000,43337000,17800000,37748000,260940000,0,684510016,1884899968,146030000,64695000,84846000,407070016,261220000,156510000,52133000,195770000,242640000
O60701,UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22),UGDH,10208000,7661500,5929200,2468900,7663100,9501800,2416300,2317900,8617300,11497000,7985900,4967100,7234400,11245000,5654200,10605000,0,6204300,5252300,0,59106000,9961000,10601000,10901000,7207900,24509000,9918600,16302000,8031000,7391200
O60888,Protein CutA (Acetylcholinesterase-associated protein) (Brain acetylcholinesterase putative membrane anchor),CUTA ACHAP C6orf82,39525000,125550000,77507000,61120000,63239000,133340000,152620000,84435000,87835000,84241000,35324000,33284000,43404000,55614000,34562000,18237000,59209000,41176000,57903000,145370000,222220000,195600000,204590000,198700000,171470000,110700000,186860000,113730000,101190000,86100000
O75083,WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1) (NORI-1),WDR1,10752000,9651700,13195000,8416300,0,0,16910000,9323400,14450000,10848000,6605200,12445000,8891000,7838300,9965100,7934600,9119200,0,0,34819000,0,35400000,18710000,19703000,23273000,10267000,0,21614000,17681000,15001000
O75369,Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP),FLNB FLN1L FLN3 TABP TAP,6617800,0,17024000,12607000,10520000,12203000,4459300,4072800,8037300,0,9525600,0,0,8411200,8130800,0,0,54806000,0,5549000,28060000,10196000,14938000,20724000,14363000,16835000,11494000,7296100,15798000,7998100
O75503,"Ceroid-lipofuscinosis neuronal protein 5 (Protein CLN5) [Cleaved into: Ceroid-lipofuscinosis neuronal protein 5, secreted form]",CLN5,11673000,24330000,21714000,21572000,19504000,33061000,56542000,22816000,24867000,18901000,36009000,45986000,33931000,41753000,30442000,47109000,39259000,48124000,0,24133000,24217000,62051000,159760000,82989000,62565000,20069000,23322000,2957200,38687000,45161000
O75610,Left-right determination factor 1 (Left-right determination factor B) (Protein lefty-1) (Protein lefty-B),LEFTY1 LEFTB LEFTYB UNQ278/PRO317,6421400,2945100,2841300,15963000,7124500,10034000,5205100,24847000,31608000,14878000,4685400,7348200,1731700,3888200,6374900,11932000,13868000,0,35128000,16109000,13910000,7642300,35401000,18708000,25369000,2551200,27232000,1369500,12306000,4957400
O75629,Protein CREG1 (Cellular repressor of E1A-stimulated genes 1),CREG1 CREG UNQ727/PRO1409,15032000,59762000,22815000,16727000,35287000,45833000,73100000,0,124670000,22030000,23887000,24975000,13485000,11883000,9902400,0,12152000,11925000,0,77517000,100910000,123890000,79634000,104770000,43160000,26244000,40531000,14164000,64690000,16174000
O75874,Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (IDH1) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase),IDH1 PICD,198130000,193370000,259320000,143860000,169120000,149190000,119540000,122950000,126340000,151600000,189160000,166830000,182230000,188960000,156650000,267640000,118110000,238080000,251680000,142470000,314830016,132030000,217210000,163980000,173400000,195180000,112090000,99070000,161290000,105990000
O75882,Attractin (DPPT-L) (Mahogany homolog),ATRN KIAA0548 MGCA,28789000,48698000,14029000,26813000,19988000,23626000,8199400,27926000,43462000,25277000,23567000,21095000,34020000,24629000,22933000,25264000,16578000,19844000,497120,30656000,121880000,40263000,76135000,92698000,71677000,37607000,37090000,19618000,67671000,25513000
O75969,A-kinase anchor protein 3 (AKAP-3) (A-kinase anchor protein 110 kDa) (AKAP 110) (Cancer/testis antigen 82) (CT82) (Fibrous sheath protein of 95 kDa) (FSP95) (Fibrousheathin I) (Fibrousheathin-1) (Protein kinase A-anchoring protein 3) (PRKA3) (Sperm oocyte-binding protein),AKAP3 AKAP110 SOB1,4293300,9170900,0,0,3354400,6839500,0,3549600,4953100,5548000,17122000,4890200,436480,16731000,2366300,3988100,15853000,2564400,0,49838000,23061000,6431100,4784800,160910000,40193000,21643000,8531500,3869500,91175000,0
O75976,Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180),CPD,3589600,10538000,0,16503000,0,0,9368900,0,0,0,2627100,2068900,10293000,3761300,1459300,6759800,0,0,5741800,2880400,97564000,24135000,3397200,37857000,8957200,22886000,17661000,8062300,40338000,13635000
O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)",DDAH1 DDAH,13817000,16896000,23377000,11644000,7669600,27960000,0,11530000,7080800,17205000,11363000,8612700,20387000,8513400,16596000,16691000,0,0,11488000,8038600,27258000,29936000,19043000,7752500,10409000,14497000,7999300,9772800,11527000,0
O94985,Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)],CLSTN1 CS1 KIAA0911,45281000,47939000,39232000,39531000,36014000,19323000,56380000,53066000,120500000,53463000,31456000,31223000,37526000,41927000,18574000,27671000,21912000,23846000,0,7354900,109710000,22856000,53620000,47809000,65575000,42123000,51030000,11964000,58137000,39000000
O95336,6-phosphogluconolactonase (6PGL) (EC 3.1.1.31),PGLS,20861000,21358000,28793000,10819000,0,10845000,17011000,10179000,5151200,11016000,10515000,17015000,12380000,15890000,20148000,17133000,11654000,17191000,22600000,6965700,7472800,16348000,16579000,17503000,27034000,20628000,27652000,14492000,21026000,11448000
O95394,Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3),PGM3 AGM1,13465000,0,0,0,0,7080300,7527400,8955000,6843500,14169000,20435000,12634000,12423000,24943000,12599000,16181000,16359000,24156000,0,5925300,20709000,7791800,0,11158000,11783000,0,0,11678000,11265000,8590300
O95399,Urotensin-2 (Urotensin II) (U-II) (UII),UTS2 UNQ525/PRO1068,24242000,91465000,31292000,21646000,31000000,27712000,26974000,34212000,118610000,32443000,18717000,0,0,0,0,17425000,0,13452000,50562000,0,75649000,60031000,31486000,91348000,111070000,17619000,52924000,27249000,143200000,10158000
O95716,Ras-related protein Rab-3D,RAB3D GOV RAB16,81386000,89165000,94468000,45520000,34407000,74471000,55884000,58098000,32016000,63095000,65496000,62643000,88479000,96791000,66769000,95265000,38871000,97846000,45536000,57490000,159090000,76822000,75720000,55770000,85809000,96871000,51284000,43691000,86526000,57290000
O95994,Anterior gradient protein 2 homolog (AG-2) (hAG-2) (HPC8) (Secreted cement gland protein XAG-2 homolog),AGR2 AG2 UNQ515/PRO1030,5146700,59089000,65455000,30802000,71430000,30022000,10492000,2768300,7614000,14144000,3097300,14281000,0,15264000,12027000,7670300,8332900,0,0,98746000,14118000,32026000,16927000,8667700,7649200,22494000,26880000,41904000,6252200,46096000
P00338,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59),LDHA PIG19,39580000,47534000,58461000,27376000,49665000,36042000,20292000,27434000,49734000,36600000,37437000,42678000,39114000,60128000,46262000,39900000,6516800,11224000,2773400,8808600,100790000,74252000,57141000,62938000,61014000,55105000,28910000,46483000,75189000,36642000
P00352,"Aldehyde dehydrogenase 1A1 (EC 1.2.1.19) (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (3-deoxyglucosone dehydrogenase) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (Retinal dehydrogenase 1) (RALDH 1) (RalDH1)",ALDH1A1 ALDC ALDH1 PUMB1,24342000,44359000,42061000,55946000,35844000,88261000,15676000,22291000,88902000,0,13499000,46505000,0,10055000,37188000,44675000,0,0,0,167510000,101460000,65811000,93602000,123210000,141090000,12371000,65447000,44744000,70476000,48451000
P00390,"Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)",GSR GLUR GRD1,43225000,36305000,28118000,11668000,14809000,26337000,13351000,4376700,24036000,22000000,0,27015000,29384000,33748000,27712000,32847000,16522000,18425000,0,0,37504000,19361000,30080000,24284000,27811000,37635000,0,20818000,24406000,0
P00441,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1),SOD1,63948000,258110000,188000000,38294000,273000000,301000000,214610000,72442000,675929984,51487000,38730000,78547000,99699000,126960000,88176000,74244000,1388500,55576000,11080000,265700000,1261900032,471750016,222290000,799950016,404880000,225630000,379390016,187100000,289649984,59077000
P00450,Ceruloplasmin (EC 1.16.3.1) (Ferroxidase),CP,11943000,33555000,22050000,21613000,16184000,49302000,31744000,103910000,24440000,166930000,63039000,18852000,9768300,17461000,10981000,27539000,7051300,11978000,9036500,86918000,29544000,23495000,14918000,59917000,24665000,6954900,29947000,48356000,82888000,28901000
P00491,Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase),PNP NP,18285000,11614000,6149200,0,0,17208000,5840400,4531800,33564000,20041000,8663300,48786000,8325700,32977000,16161000,9036500,0,0,0,6985500,20354000,6225400,8559300,100660000,40878000,64444000,8993400,8284300,51829000,21757000
P00558,Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2),PGK1 PGKA MIG10 OK/SW-cl.110,75781000,170710000,163430000,107960000,109520000,394240000,133880000,202360000,186560000,92690000,143040000,103430000,109260000,137150000,129860000,89727000,65258000,99755000,95228000,171100000,269169984,332009984,210700000,153620000,131510000,156870000,108630000,147830000,97309000,87179000
P00738,Haptoglobin (Zonulin) [Cleaved into: Haptoglobin alpha chain; Haptoglobin beta chain],HP,1098300,8356300,2246400,0,196320,3521400,190070,10355000,80060000,205600000,180690000,142770000,221360000,166490000,56220000,420540000,0,0,0,68629000,4747500,1476800,4049900,10543000,1040000,4908100,4476500,3169400,80670000,1392800
P00751,Complement factor B (EC 3.4.21.47) (C3/C5 convertase) (Glycine-rich beta glycoprotein) (GBG) (PBF2) (Properdin factor B) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment],CFB BF BFD,28938000,63833000,43413000,36328000,32386000,23205000,15713000,22754000,24357000,126300000,25706000,47518000,18682000,28554000,21383000,32893000,26623000,18370000,16011000,59437000,32595000,156700000,25467000,252320000,47714000,14307000,28361000,196970000,270769984,38807000
P00918,Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II) (Cyanamide hydratase CA2) (EC 4.2.1.69),CA2,20119000,43649000,57416000,58003000,61213000,94630000,52375000,13192000,35411000,27023000,15202000,19497000,10897000,24556000,9501300,14084000,12824000,8378800,0,103930000,44038000,75099000,32838000,78738000,42503000,26734000,35619000,53199000,56028000,44331000
P01008,Antithrombin-III (ATIII) (Serpin C1),SERPINC1 AT3 PRO0309,4130400,14361000,4268200,5996000,11550000,5697100,2721600,29915000,29008000,50188000,8498700,8279300,3821600,6985400,3641800,2129800,3247200,9960400,15644000,42753000,40219000,17980000,6887100,19576000,19382000,6903500,8020500,15619000,18583000,13705000
P01009,Alpha-1-antitrypsin (Alpha-1 protease inhibitor) (Alpha-1-antiproteinase) (Serpin A1) [Cleaved into: Short peptide from AAT (SPAAT)],SERPINA1 AAT PI PRO0684 PRO2209,799800000,1287699968,1166200064,480430016,1629299968,766540032,935600000,808689984,457960000,1934300032,713969984,682060032,472129984,660620032,151500000,197230000,400329984,722840000,1003200000,1021900032,1588099968,1324300032,1823500032,1676700032,1360999936,558499968,1057100032,927360000,1483699968,824710016
P01011,Alpha-1-antichymotrypsin (ACT) (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less],SERPINA3 AACT GIG24 GIG25,24565000,85082000,92816000,47324000,172930000,62162000,30714000,157810000,68569000,35154000,180760000,145000000,41940000,102830000,46977000,104490000,68038000,15554000,14198000,395660000,120180000,203060000,72502000,290329984,50615000,27814000,56760000,210330000,209030000,89598000
